data,temp,vendas,day,month,year,hour,morning,afternoon,nigth,dawn,tempMean,tempMorningMean,tempAfternoonMean,tempNigthMean,totalSales,tempDawnMean
2016-02-01 10:00:00,21.6,13.52235851,1,2,2016,10,1,0,0,0,22.233189655172417,20.043103448275872,,,9489.493658410993,
2016-02-01 11:00:00,22.1,13.71199131,1,2,2016,11,1,0,0,0,22.233189655172417,20.043103448275872,,,9489.493658410993,
2016-02-01 12:00:00,23.0,13.91647518,1,2,2016,12,0,1,0,0,22.233189655172417,,24.487931034482752,,9489.493658410993,
2016-02-01 13:00:00,24.3,14.2923943,1,2,2016,13,0,1,0,0,22.233189655172417,,24.487931034482752,,9489.493658410993,
2016-02-01 14:00:00,24.3,14.36403522,1,2,2016,14,0,1,0,0,22.233189655172417,,24.487931034482752,,9489.493658410993,
2016-02-01 15:00:00,26.1,14.90905295,1,2,2016,15,0,1,0,0,22.233189655172417,,24.487931034482752,,9489.493658410993,
2016-02-01 16:00:00,24.6,14.48512308,1,2,2016,16,0,1,0,0,22.233189655172417,,24.487931034482752,,9489.493658410993,
2016-02-01 17:00:00,26.7,15.07162013,1,2,2016,17,0,1,0,0,22.233189655172417,,24.487931034482752,,9489.493658410993,
2016-02-01 18:00:00,23.1,13.98988231,1,2,2016,18,0,0,1,0,22.233189655172417,,,23.516091954022983,9489.493658410993,
2016-02-01 19:00:00,22.4,13.75355893,1,2,2016,19,0,0,1,0,22.233189655172417,,,23.516091954022983,9489.493658410993,
2016-02-01 20:00:00,23.0,13.87478832,1,2,2016,20,0,0,1,0,22.233189655172417,,,23.516091954022983,9489.493658410993,
2016-02-01 21:00:00,22.8,13.90880116,1,2,2016,21,0,0,1,0,22.233189655172417,,,23.516091954022983,9489.493658410993,
2016-02-01 22:00:00,21.9,13.64718042,1,2,2016,22,0,0,1,0,22.233189655172417,,,23.516091954022983,9489.493658410993,
2016-02-01 23:00:00,21.1,13.34496215,1,2,2016,23,0,0,1,0,22.233189655172417,,,23.516091954022983,9489.493658410993,
2016-03-01 00:00:00,20.9,13.31878631,1,3,2016,0,0,0,0,1,22.05403225806452,,,,10104.663486439988,20.546236559139786
2016-03-01 01:00:00,20.7,13.13347632,1,3,2016,1,0,0,0,1,22.05403225806452,,,,10104.663486439988,20.546236559139786
2016-03-01 02:00:00,21.0,13.29865834,1,3,2016,2,0,0,0,1,22.05403225806452,,,,10104.663486439988,20.546236559139786
2016-03-01 03:00:00,21.1,13.29168892,1,3,2016,3,0,0,0,1,22.05403225806452,,,,10104.663486439988,20.546236559139786
2016-03-01 04:00:00,20.5,13.09335217,1,3,2016,4,0,0,0,1,22.05403225806452,,,,10104.663486439988,20.546236559139786
2016-03-01 05:00:00,20.8,13.17967674,1,3,2016,5,0,0,0,1,22.05403225806452,,,,10104.663486439988,20.546236559139786
2016-03-01 06:00:00,20.7,13.22573317,1,3,2016,6,1,0,0,0,22.05403225806452,19.719892473118275,,,10104.663486439988,
2016-03-01 07:00:00,20.6,13.12659946,1,3,2016,7,1,0,0,0,22.05403225806452,19.719892473118275,,,10104.663486439988,
2016-03-01 08:00:00,20.7,13.18611543,1,3,2016,8,1,0,0,0,22.05403225806452,19.719892473118275,,,10104.663486439988,
2016-03-01 09:00:00,20.6,13.20559581,1,3,2016,9,1,0,0,0,22.05403225806452,19.719892473118275,,,10104.663486439988,
2016-03-01 10:00:00,21.0,13.27208761,1,3,2016,10,1,0,0,0,22.05403225806452,19.719892473118275,,,10104.663486439988,
2016-03-01 11:00:00,21.9,13.59270073,1,3,2016,11,1,0,0,0,22.05403225806452,19.719892473118275,,,10104.663486439988,
2016-03-01 12:00:00,22.5,13.81312216,1,3,2016,12,0,1,0,0,22.05403225806452,,24.6467741935484,,10104.663486439988,
2016-03-01 13:00:00,23.2,13.96543826,1,3,2016,13,0,1,0,0,22.05403225806452,,24.6467741935484,,10104.663486439988,
2016-03-01 14:00:00,23.3,14.05287646,1,3,2016,14,0,1,0,0,22.05403225806452,,24.6467741935484,,10104.663486439988,
2016-03-01 15:00:00,22.3,13.70781126,1,3,2016,15,0,1,0,0,22.05403225806452,,24.6467741935484,,10104.663486439988,
2016-03-01 16:00:00,23.9,14.19766453,1,3,2016,16,0,1,0,0,22.05403225806452,,24.6467741935484,,10104.663486439988,
2016-03-01 17:00:00,23.5,14.01714796,1,3,2016,17,0,1,0,0,22.05403225806452,,24.6467741935484,,10104.663486439988,
2016-03-01 18:00:00,22.9,13.95450756,1,3,2016,18,0,0,1,0,22.05403225806452,,,23.303225806451607,10104.663486439988,
2016-03-01 19:00:00,22.8,13.92271691,1,3,2016,19,0,0,1,0,22.05403225806452,,,23.303225806451607,10104.663486439988,
2016-03-01 20:00:00,22.5,13.79931595,1,3,2016,20,0,0,1,0,22.05403225806452,,,23.303225806451607,10104.663486439988,
2016-03-01 21:00:00,21.9,13.59270073,1,3,2016,21,0,0,1,0,22.05403225806452,,,23.303225806451607,10104.663486439988,
2016-03-01 22:00:00,21.4,13.45696113,1,3,2016,22,0,0,1,0,22.05403225806452,,,23.303225806451607,10104.663486439988,
2016-03-01 23:00:00,20.0,12.88721835,1,3,2016,23,0,0,1,0,22.05403225806452,,,23.303225806451607,10104.663486439988,
2016-04-01 00:00:00,20.3,13.01360366,1,4,2016,0,0,0,0,1,22.045555555555545,,,,9756.305863690017,20.659444444444453
2016-04-01 01:00:00,20.1,13.01152195,1,4,2016,1,0,0,0,1,22.045555555555545,,,,9756.305863690017,20.659444444444453
2016-04-01 02:00:00,20.1,13.01152195,1,4,2016,2,0,0,0,1,22.045555555555545,,,,9756.305863690017,20.659444444444453
2016-04-01 03:00:00,19.8,12.88415457,1,4,2016,3,0,0,0,1,22.045555555555545,,,,9756.305863690017,20.659444444444453
2016-04-01 04:00:00,19.9,12.90511432,1,4,2016,4,0,0,0,1,22.045555555555545,,,,9756.305863690017,20.659444444444453
2016-04-01 05:00:00,19.6,12.77777439,1,4,2016,5,0,0,0,1,22.045555555555545,,,,9756.305863690017,20.659444444444453
2016-04-01 06:00:00,19.0,12.6101787,1,4,2016,6,1,0,0,0,22.045555555555545,19.333333333333343,,,9756.305863690017,
2016-04-01 07:00:00,18.6,12.44620221,1,4,2016,7,1,0,0,0,22.045555555555545,19.333333333333343,,,9756.305863690017,
2016-04-01 08:00:00,18.5,12.48597575,1,4,2016,8,1,0,0,0,22.045555555555545,19.333333333333343,,,9756.305863690017,
2016-04-01 09:00:00,18.8,12.60368736,1,4,2016,9,1,0,0,0,22.045555555555545,19.333333333333343,,,9756.305863690017,
2016-04-01 10:00:00,19.6,12.81616527,1,4,2016,10,1,0,0,0,22.045555555555545,19.333333333333343,,,9756.305863690017,
2016-04-01 11:00:00,20.3,13.03965691,1,4,2016,11,1,0,0,0,22.045555555555545,19.333333333333343,,,9756.305863690017,
2016-04-01 12:00:00,21.9,13.60630023,1,4,2016,12,0,1,0,0,22.045555555555545,,24.29666666666667,,9756.305863690017,
2016-04-01 13:00:00,23.5,14.1297349,1,4,2016,13,0,1,0,0,22.045555555555545,,24.29666666666667,,9756.305863690017,
2016-04-01 14:00:00,24.1,14.21674437,1,4,2016,14,0,1,0,0,22.045555555555545,,24.29666666666667,,9756.305863690017,
2016-04-01 15:00:00,25.0,14.62201121,1,4,2016,15,0,1,0,0,22.045555555555545,,24.29666666666667,,9756.305863690017,
2016-04-01 16:00:00,26.2,14.89404621,1,4,2016,16,0,1,0,0,22.045555555555545,,24.29666666666667,,9756.305863690017,
2016-04-01 17:00:00,26.3,14.87894161,1,4,2016,17,0,1,0,0,22.045555555555545,,24.29666666666667,,9756.305863690017,
2016-04-01 18:00:00,24.6,14.49961545,1,4,2016,18,0,0,1,0,22.045555555555545,,,23.892777777777773,9756.305863690017,
2016-04-01 19:00:00,23.9,14.18347396,1,4,2016,19,0,0,1,0,22.045555555555545,,,23.892777777777773,9756.305863690017,
2016-04-01 20:00:00,22.9,13.84331686,1,4,2016,20,0,0,1,0,22.045555555555545,,,23.892777777777773,9756.305863690017,
2016-04-01 21:00:00,22.3,13.70781126,1,4,2016,21,0,0,1,0,22.045555555555545,,,23.892777777777773,9756.305863690017,
2016-04-01 22:00:00,21.3,13.35719945,1,4,2016,22,0,0,1,0,22.045555555555545,,,23.892777777777773,9756.305863690017,
2016-04-01 23:00:00,21.1,13.38505715,1,4,2016,23,0,0,1,0,22.045555555555545,,,23.892777777777773,9756.305863690017,
2016-05-01 00:00:00,20.5,13.05413097,1,5,2016,0,0,0,0,1,18.669220430107544,,,,9254.006345647997,17.3005376344086
2016-05-01 01:00:00,20.0,12.91301858,1,5,2016,1,0,0,0,1,18.669220430107544,,,,9254.006345647997,17.3005376344086
2016-05-01 02:00:00,19.7,12.79890309,1,5,2016,2,0,0,0,1,18.669220430107544,,,,9254.006345647997,17.3005376344086
2016-05-01 03:00:00,19.0,12.63542429,1,5,2016,3,0,0,0,1,18.669220430107544,,,,9254.006345647997,17.3005376344086
2016-05-01 04:00:00,18.7,12.50601749,1,5,2016,4,0,0,0,1,18.669220430107544,,,,9254.006345647997,17.3005376344086
2016-05-01 05:00:00,18.7,12.46855566,1,5,2016,5,0,0,0,1,18.669220430107544,,,,9254.006345647997,17.3005376344086
2016-05-01 06:00:00,18.5,12.48597575,1,5,2016,6,1,0,0,0,18.669220430107544,16.344086021505372,,,9254.006345647997,
2016-05-01 07:00:00,18.7,12.53105456,1,5,2016,7,1,0,0,0,18.669220430107544,16.344086021505372,,,9254.006345647997,
2016-05-01 08:00:00,18.5,12.37410613,1,5,2016,8,1,0,0,0,18.669220430107544,16.344086021505372,,,9254.006345647997,
2016-05-01 09:00:00,18.3,12.40303633,1,5,2016,9,1,0,0,0,18.669220430107544,16.344086021505372,,,9254.006345647997,
2016-05-01 10:00:00,18.9,12.58812822,1,5,2016,10,1,0,0,0,18.669220430107544,16.344086021505372,,,9254.006345647997,
2016-05-01 11:00:00,21.1,13.2651321,1,5,2016,11,1,0,0,0,18.669220430107544,16.344086021505372,,,9254.006345647997,
2016-05-01 12:00:00,23.1,14.01789007,1,5,2016,12,0,1,0,0,18.669220430107544,,20.66774193548387,,9254.006345647997,
2016-05-01 13:00:00,24.8,14.5028041,1,5,2016,13,0,1,0,0,18.669220430107544,,20.66774193548387,,9254.006345647997,
2016-05-01 14:00:00,25.3,14.65445853,1,5,2016,14,0,1,0,0,18.669220430107544,,20.66774193548387,,9254.006345647997,
2016-05-01 15:00:00,26.6,14.99711672,1,5,2016,15,0,1,0,0,18.669220430107544,,20.66774193548387,,9254.006345647997,
2016-05-01 16:00:00,27.6,15.38035274,1,5,2016,16,0,1,0,0,18.669220430107544,,20.66774193548387,,9254.006345647997,
2016-05-01 17:00:00,27.9,15.32867173,1,5,2016,17,0,1,0,0,18.669220430107544,,20.66774193548387,,9254.006345647997,
2016-05-01 18:00:00,29.2,15.85459592,1,5,2016,18,0,0,1,0,18.669220430107544,,,20.36451612903225,9254.006345647997,
2016-05-01 19:00:00,28.7,15.61853385,1,5,2016,19,0,0,1,0,18.669220430107544,,,20.36451612903225,9254.006345647997,
2016-05-01 20:00:00,27.2,15.26377974,1,5,2016,20,0,0,1,0,18.669220430107544,,,20.36451612903225,9254.006345647997,
2016-05-01 21:00:00,25.5,14.64132803,1,5,2016,21,0,0,1,0,18.669220430107544,,,20.36451612903225,9254.006345647997,
2016-05-01 22:00:00,23.4,14.05613603,1,5,2016,22,0,0,1,0,18.669220430107544,,,20.36451612903225,9254.006345647997,
2016-05-01 23:00:00,21.8,13.58746657,1,5,2016,23,0,0,1,0,18.669220430107544,,,20.36451612903225,9254.006345647997,
2016-06-01 00:00:00,21.1,13.37167878,1,6,2016,0,0,0,0,1,17.675416666666663,,,,8653.992859553999,15.785555555555561
2016-06-01 01:00:00,20.3,12.98760246,1,6,2016,1,0,0,0,1,17.675416666666663,,,,8653.992859553999,15.785555555555561
2016-06-01 02:00:00,20.1,12.93368656,1,6,2016,2,0,0,0,1,17.675416666666663,,,,8653.992859553999,15.785555555555561
2016-06-01 03:00:00,20.3,13.02662377,1,6,2016,3,0,0,0,1,17.675416666666663,,,,8653.992859553999,15.785555555555561
2016-06-01 04:00:00,19.6,12.81616527,1,6,2016,4,0,0,0,1,17.675416666666663,,,,8653.992859553999,15.785555555555561
2016-06-01 05:00:00,19.1,12.70810579,1,6,2016,5,0,0,0,1,17.675416666666663,,,,8653.992859553999,15.785555555555561
2016-06-01 06:00:00,18.7,12.48103045,1,6,2016,6,1,0,0,0,17.675416666666663,14.66,,,8653.992859553999,
2016-06-01 07:00:00,18.6,12.40891956,1,6,2016,7,1,0,0,0,17.675416666666663,14.66,,,8653.992859553999,
2016-06-01 08:00:00,19.1,12.63208544,1,6,2016,8,1,0,0,0,17.675416666666663,14.66,,,8653.992859553999,
2016-06-01 09:00:00,19.3,12.7008481,1,6,2016,9,1,0,0,0,17.675416666666663,14.66,,,8653.992859553999,
2016-06-01 10:00:00,19.6,12.81616527,1,6,2016,10,1,0,0,0,17.675416666666663,14.66,,,8653.992859553999,
2016-06-01 11:00:00,21.0,13.21910529,1,6,2016,11,1,0,0,0,17.675416666666663,14.66,,,8653.992859553999,
2016-06-01 12:00:00,23.4,14.04208692,1,6,2016,12,0,1,0,0,17.675416666666663,,20.122222222222227,,8653.992859553999,
2016-06-01 13:00:00,24.3,14.39279204,1,6,2016,13,0,1,0,0,17.675416666666663,,20.122222222222227,,8653.992859553999,
2016-06-01 14:00:00,26.3,14.98345958,1,6,2016,14,0,1,0,0,17.675416666666663,,20.122222222222227,,8653.992859553999,
2016-06-01 15:00:00,28.5,15.54616263,1,6,2016,15,0,1,0,0,17.675416666666663,,20.122222222222227,,8653.992859553999,
2016-06-01 16:00:00,30.6,16.23007028,1,6,2016,16,0,1,0,0,17.675416666666663,,20.122222222222227,,8653.992859553999,
2016-06-01 17:00:00,30.7,16.14428393,1,6,2016,17,0,1,0,0,17.675416666666663,,20.122222222222227,,8653.992859553999,
2016-06-01 18:00:00,32.0,16.51352883,1,6,2016,18,0,0,1,0,17.675416666666663,,,20.133888888888887,8653.992859553999,
2016-06-01 19:00:00,28.9,15.65949452,1,6,2016,19,0,0,1,0,17.675416666666663,,,20.133888888888887,8653.992859553999,
2016-06-01 20:00:00,27.0,15.0991208,1,6,2016,20,0,0,1,0,17.675416666666663,,,20.133888888888887,8653.992859553999,
2016-06-01 21:00:00,25.8,14.84916518,1,6,2016,21,0,0,1,0,17.675416666666663,,,20.133888888888887,8653.992859553999,
2016-06-01 22:00:00,24.7,14.50127163,1,6,2016,22,0,0,1,0,17.675416666666663,,,20.133888888888887,8653.992859553999,
2016-06-01 23:00:00,23.8,14.12423828,1,6,2016,23,0,0,1,0,17.675416666666663,,,20.133888888888887,8653.992859553999,
2016-07-01 00:00:00,22.8,13.79797464,1,7,2016,0,0,0,0,1,18.23951612903225,,,,9098.801125809001,16.95268817204301
2016-07-01 01:00:00,22.4,13.79488156,1,7,2016,1,0,0,0,1,18.23951612903225,,,,9098.801125809001,16.95268817204301
2016-07-01 02:00:00,22.2,13.66207259,1,7,2016,2,0,0,0,1,18.23951612903225,,,,9098.801125809001,16.95268817204301
2016-07-01 03:00:00,21.2,13.41807976,1,7,2016,3,0,0,0,1,18.23951612903225,,,,9098.801125809001,16.95268817204301
2016-07-01 04:00:00,20.5,13.17214843,1,7,2016,4,0,0,0,1,18.23951612903225,,,,9098.801125809001,16.95268817204301
2016-07-01 05:00:00,20.1,12.93368656,1,7,2016,5,0,0,0,1,18.23951612903225,,,,9098.801125809001,16.95268817204301
2016-07-01 06:00:00,19.8,12.88415457,1,7,2016,6,1,0,0,0,18.23951612903225,15.758602150537644,,,9098.801125809001,
2016-07-01 07:00:00,19.4,12.74784294,1,7,2016,7,1,0,0,0,18.23951612903225,15.758602150537644,,,9098.801125809001,
2016-07-01 08:00:00,19.3,12.6881536,1,7,2016,8,1,0,0,0,18.23951612903225,15.758602150537644,,,9098.801125809001,
2016-07-01 09:00:00,19.4,12.79893643,1,7,2016,9,1,0,0,0,18.23951612903225,15.758602150537644,,,9098.801125809001,
2016-07-01 10:00:00,21.1,13.27840387,1,7,2016,10,1,0,0,0,18.23951612903225,15.758602150537644,,,9098.801125809001,
2016-07-01 11:00:00,23.7,14.12149374,1,7,2016,11,1,0,0,0,18.23951612903225,15.758602150537644,,,9098.801125809001,
2016-07-01 12:00:00,25.8,14.78988716,1,7,2016,12,0,1,0,0,18.23951612903225,,20.378494623655897,,9098.801125809001,
2016-07-01 13:00:00,28.7,15.64980217,1,7,2016,13,0,1,0,0,18.23951612903225,,20.378494623655897,,9098.801125809001,
2016-07-01 14:00:00,29.2,15.69684006,1,7,2016,14,0,1,0,0,18.23951612903225,,20.378494623655897,,9098.801125809001,
2016-07-01 15:00:00,30.3,16.08249083,1,7,2016,15,0,1,0,0,18.23951612903225,,20.378494623655897,,9098.801125809001,
2016-07-01 16:00:00,31.0,16.19389036,1,7,2016,16,0,1,0,0,18.23951612903225,,20.378494623655897,,9098.801125809001,
2016-07-01 17:00:00,31.5,16.39493859,1,7,2016,17,0,1,0,0,18.23951612903225,,20.378494623655897,,9098.801125809001,
2016-07-01 18:00:00,30.5,16.18621262,1,7,2016,18,0,0,1,0,18.23951612903225,,,19.868279569892486,9098.801125809001,
2016-07-01 19:00:00,31.4,16.35143364,1,7,2016,19,0,0,1,0,18.23951612903225,,,19.868279569892486,9098.801125809001,
2016-07-01 20:00:00,29.3,15.75631354,1,7,2016,20,0,0,1,0,18.23951612903225,,,19.868279569892486,9098.801125809001,
2016-07-01 21:00:00,26.9,15.10012068,1,7,2016,21,0,0,1,0,18.23951612903225,,,19.868279569892486,9098.801125809001,
2016-07-01 22:00:00,25.8,14.73084577,1,7,2016,22,0,0,1,0,18.23951612903225,,,19.868279569892486,9098.801125809001,
2016-07-01 23:00:00,25.3,14.65445853,1,7,2016,23,0,0,1,0,18.23951612903225,,,19.868279569892486,9098.801125809001,
2016-08-01 00:00:00,24.8,14.54637784,1,8,2016,0,0,0,0,1,19.192702702702693,,,,9290.982881627997,17.21021505376345
2016-08-01 01:00:00,24.5,14.36793951,1,8,2016,1,0,0,0,1,19.192702702702693,,,,9290.982881627997,17.21021505376345
2016-08-01 02:00:00,24.4,14.29439913,1,8,2016,2,0,0,0,1,19.192702702702693,,,,9290.982881627997,17.21021505376345
2016-08-01 03:00:00,23.7,14.19227802,1,8,2016,3,0,0,0,1,19.192702702702693,,,,9290.982881627997,17.21021505376345
2016-08-01 04:00:00,23.6,14.11861873,1,8,2016,4,0,0,0,1,19.192702702702693,,,,9290.982881627997,17.21021505376345
2016-08-01 05:00:00,23.2,13.92360473,1,8,2016,5,0,0,0,1,19.192702702702693,,,,9290.982881627997,17.21021505376345
2016-08-01 06:00:00,22.0,13.66594835,1,8,2016,6,1,0,0,0,19.192702702702693,15.971505376344087,,,9290.982881627997,
2016-08-01 07:00:00,21.8,13.5603188,1,8,2016,7,1,0,0,0,19.192702702702693,15.971505376344087,,,9290.982881627997,
2016-08-01 08:00:00,21.7,13.52786565,1,8,2016,8,1,0,0,0,19.192702702702693,15.971505376344087,,,9290.982881627997,
2016-08-01 09:00:00,21.8,13.6146687,1,8,2016,9,1,0,0,0,19.192702702702693,15.971505376344087,,,9290.982881627997,
2016-08-01 10:00:00,23.0,13.98623181,1,8,2016,10,1,0,0,0,19.192702702702693,15.971505376344087,,,9290.982881627997,
2016-08-01 11:00:00,25.9,14.76057414,1,8,2016,11,1,0,0,0,19.192702702702693,15.971505376344087,,,9290.982881627997,
2016-08-01 12:00:00,27.6,15.34962277,1,8,2016,12,0,1,0,0,19.192702702702693,,22.010270270270276,,9290.982881627997,
2016-08-01 13:00:00,29.4,15.9110971,1,8,2016,13,0,1,0,0,19.192702702702693,,22.010270270270276,,9290.982881627997,
2016-08-01 14:00:00,30.3,16.08249083,1,8,2016,14,0,1,0,0,19.192702702702693,,22.010270270270276,,9290.982881627997,
2016-08-01 15:00:00,31.9,16.53614878,1,8,2016,15,0,1,0,0,19.192702702702693,,22.010270270270276,,9290.982881627997,
2016-08-01 16:00:00,31.9,16.48661467,1,8,2016,16,0,1,0,0,19.192702702702693,,22.010270270270276,,9290.982881627997,
2016-08-01 17:00:00,32.1,16.57351665,1,8,2016,17,0,1,0,0,19.192702702702693,,22.010270270270276,,9290.982881627997,
2016-08-01 18:00:00,31.6,16.37285039,1,8,2016,18,0,0,1,0,19.192702702702693,,,21.633333333333333,9290.982881627997,
2016-08-01 19:00:00,29.2,15.7913042,1,8,2016,19,0,0,1,0,19.192702702702693,,,21.633333333333333,9290.982881627997,
2016-08-01 20:00:00,26.5,14.98268272,1,8,2016,20,0,0,1,0,19.192702702702693,,,21.633333333333333,9290.982881627997,
2016-08-01 21:00:00,25.7,14.74523158,1,8,2016,21,0,0,1,0,19.192702702702693,,,21.633333333333333,9290.982881627997,
2016-08-01 22:00:00,24.3,14.36403522,1,8,2016,22,0,0,1,0,19.192702702702693,,,21.633333333333333,9290.982881627997,
2016-08-01 23:00:00,23.3,14.0247988,1,8,2016,23,0,0,1,0,19.192702702702693,,,21.633333333333333,9290.982881627997,
2016-09-01 00:00:00,23.5,14.10150367,1,9,2016,0,0,0,0,1,18.896408045977033,,,,8678.241695852004,17.250574712643672
2016-09-01 01:00:00,23.1,13.90619433,1,9,2016,1,0,0,0,1,18.896408045977033,,,,8678.241695852004,17.250574712643672
2016-09-01 02:00:00,22.9,13.82948046,1,9,2016,2,0,0,0,1,18.896408045977033,,,,8678.241695852004,17.250574712643672
2016-09-01 03:00:00,22.7,13.86310547,1,9,2016,3,0,0,0,1,18.896408045977033,,,,8678.241695852004,17.250574712643672
2016-09-01 04:00:00,21.5,13.42241609,1,9,2016,4,0,0,0,1,18.896408045977033,,,,8678.241695852004,17.250574712643672
2016-09-01 05:00:00,22.0,13.58419816,1,9,2016,5,0,0,0,1,18.896408045977033,,,,8678.241695852004,17.250574712643672
2016-09-01 06:00:00,22.1,13.6572529,1,9,2016,6,1,0,0,0,18.896408045977033,16.45459770114942,,,8678.241695852004,
2016-09-01 07:00:00,22.0,13.59778915,1,9,2016,7,1,0,0,0,18.896408045977033,16.45459770114942,,,8678.241695852004,
2016-09-01 08:00:00,21.8,13.53322526,1,9,2016,8,1,0,0,0,18.896408045977033,16.45459770114942,,,8678.241695852004,
2016-09-01 09:00:00,22.2,13.70312035,1,9,2016,9,1,0,0,0,18.896408045977033,16.45459770114942,,,8678.241695852004,
2016-09-01 10:00:00,23.0,13.91647518,1,9,2016,10,1,0,0,0,18.896408045977033,16.45459770114942,,,8678.241695852004,
2016-09-01 11:00:00,23.8,14.13836958,1,9,2016,11,1,0,0,0,18.896408045977033,16.45459770114942,,,8678.241695852004,
2016-09-01 12:00:00,26.8,15.16153689,1,9,2016,12,0,1,0,0,18.896408045977033,,21.844827586206893,,8678.241695852004,
2016-09-01 13:00:00,28.9,15.65949452,1,9,2016,13,0,1,0,0,18.896408045977033,,21.844827586206893,,8678.241695852004,
