data;time;temp;vendas
42378;03:00:00;22,7;13,86310547
42378;04:00:00;21,5;13,42241609
42378;05:00:00;22;13,58419816
42378;06:00:00;22,1;13,6572529
42378;07:00:00;22;13,59778915
42378;08:00:00;21,8;13,53322526
42378;09:00:00;22,2;13,70312035
42378;10:00:00;23;13,91647518
42378;11:00:00;23,8;14,13836958
42378;12:00:00;26,8;15,16153689
42378;13:00:00;28,9;15,65949452
42378;14:00:00;27,7;15,31718993
42378;15:00:00;29,8;15,92769658
42378;16:00:00;29,5;15,79646877
42378;17:00:00;25,8;14,77510466
42378;18:00:00;27,6;15,34962277
42378;19:00:00;28,1;15,4784322
42378;20:00:00;24,1;14,24520631
42378;21:00:00;22;13,59778915
42378;22:00:00;21,4;13,44351089
42378;23:00:00;21,6;13,44146727
42379;00:00:00;21,8;13,47920048
42379;01:00:00;21,4;13,4300741
42379;02:00:00;21,5;13,50319267
42379;03:00:00;21,8;13,58746657
42379;04:00:00;21;13,32528227
42379;05:00:00;20,8;13,15334372
42379;06:00:00;21;13,28536633
42379;07:00:00;21,2;13,32448118
42379;08:00:00;21,1;13,34496215
42379;09:00:00;21,1;13,27840387
42379;10:00:00;22,2;13,64841734
42379;11:00:00;21,4;13,36309133
42379;12:00:00;22,3;13,73525432
42379;13:00:00;24;14,17179172
42379;14:00:00;25,3;14,58136911
42379;15:00:00;26,4;14,95319086
42379;16:00:00;27,1;15,12823929
42379;17:00:00;27,9;15,34400807
42379;18:00:00;26,9;15,13035114
42379;19:00:00;26,1;14,92396946
42379;20:00:00;25,3;14,6251789
42379;21:00:00;24,7;14,42894623
42379;22:00:00;24,2;14,33319877
42379;23:00:00;22,9;13,8571671
42380;00:00:00;22,9;13,94056003
42380;01:00:00;21,3;13,38394058
42380;02:00:00;21,6;13,49534082
42380;03:00:00;21,6;13,41461121
42380;04:00:00;21,9;13,5655425
42380;05:00:00;21,2;13,32448118
42380;06:00:00;21,5;13,51670262
42380;07:00:00;20,9;13,29217536
42380;08:00:00;21,3;13,38394058
42380;09:00:00;21,5;13,47621328
42380;10:00:00;21,8;13,49268642
42380;11:00:00;21,3;13,41073525
42380;12:00:00;21,8;13,58746657
42380;13:00:00;22,2;13,60753345
42380;14:00:00;22,9;13,94056003
42380;15:00:00;22,5;13,74422893
42380;16:00:00;22,5;13,73049157
42380;17:00:00;22,6;13,84508266
42380;18:00:00;23,2;13,97941069
42380;19:00:00;22,2;13,70312035
42380;20:00:00;23,3;14,05287646
42380;21:00:00;23,3;14,01078101
42380;22:00:00;23,2;13,9375353
42380;23:00:00;23;13,86092047
42381;00:00:00;22,4;13,73981225
42381;01:00:00;22,3;13,66674945
42381;02:00:00;22,4;13,67128465
42381;03:00:00;22;13,58419816
42381;04:00:00;22,1;13,67091698
42381;05:00:00;22,2;13,63477575
42381;06:00:00;21,8;13,53322526
42381;07:00:00;22;13,57062075
42381;08:00:00;21,9;13,51138871
42381;09:00:00;21,7;13,55494846
42381;10:00:00;21,9;13,64718042
42381;11:00:00;22;13,55705691
42381;12:00:00;22,5;13,82694219
42381;13:00:00;23;14,00022503
42381;14:00:00;24,2;14,34753914
42381;15:00:00;24,5;14,33923234
42381;16:00:00;24,6;14,44173283
42381;17:00:00;24,8;14,5028041
42381;18:00:00;23,8;14,18084838
42381;19:00:00;23,7;14,2064774
42381;20:00:00;22,7;13,89085943
42381;21:00:00;22,7;13,87697551
42381;22:00:00;22,7;13,84924929
42381;23:00:00;22,2;13,70312035
42382;00:00:00;22;13,59778915
42382;01:00:00;22,2;13,67574149
42382;02:00:00;22,1;13,58913707
42382;03:00:00;22,2;13,67574149
42382;04:00:00;22,1;13,57555472
42382;05:00:00;22,3;13,65308954
42382;06:00:00;22,4;13,75355893
42382;07:00:00;22,4;13,68496277
42382;08:00:00;22,5;13,77174489
42382;09:00:00;22,6;13,73476386
42382;10:00:00;22,3;13,73525432
42382;11:00:00;23,2;14,04948277
42382;12:00:00;25;14,59279641
42382;13:00:00;26,2;14,86428788
42382;14:00:00;26,7;15,08669929
42382;15:00:00;28,1;15,4012332
42382;16:00:00;27,8;15,43833582
42382;17:00:00;29,4;15,76853969
42382;18:00:00;29,7;15,97951739
42382;19:00:00;26,9;15,03984084
42382;20:00:00;24,7;14,50127163
42382;21:00:00;23,7;14,12149374
42382;22:00:00;23,2;13,9375353
42382;23:00:00;23,2;14,03544031
42383;00:00:00;22,6;13,81742017
42383;01:00:00;22,7;13,79396294
42383;02:00:00;22,8;13,83943072
42383;03:00:00;22,7;13,83540697
42383;04:00:00;22;13,55705691
42383;05:00:00;22;13,66594835
42383;06:00:00;22,2;13,67574149
42383;07:00:00;22,3;13,74899645
42383;08:00:00;22,4;13,73981225
42383;09:00:00;21,8;13,5196988
42383;10:00:00;22,3;13,66674945
42383;11:00:00;22,4;13,78109357
42383;12:00:00;22,8;13,88101135
42383;13:00:00;23,3;14,0247988
42383;14:00:00;24,6;14,44173283
42383;15:00:00;25,6;14,74476284
42383;16:00:00;25,8;14,84916518
42383;17:00:00;25,5;14,74417687
42383;18:00:00;25,2;14,66818187
42383;19:00:00;24,5;14,45440628
42383;20:00:00;22,3;13,68042304
42383;21:00:00;21,8;13,50618586
42383;22:00:00;21,6;13,41461121
42383;23:00:00;21,3;13,38394058
42384;00:00:00;21,1;13,33162386
42384;01:00:00;21;13,23233101
42384;02:00:00;20,8;13,24574014
42384;03:00:00;20,6;13,15287893
42384;04:00:00;20,6;13,13973262
42384;05:00:00;20,3;13,11813003
42384;06:00:00;20;12,99072959
42384;07:00:00;19,9;12,96980147
42384;08:00:00;19,7;12,83735745
42384;09:00:00;19,8;12,89704517
42384;10:00:00;19,5;12,71829533
42384;11:00:00;19,7;12,91461313
42384;12:00:00;20,3;12,98760246
42384;13:00:00;20,4;13,09926604
42384;14:00:00;21,4;13,34973491
42384;15:00:00;21,5;13,47621328
42384;16:00:00;22;13,65228923
42384;17:00:00;22,1;13,57555472
42384;18:00:00;21;13,35195951
42384;19:00:00;20,9;13,29217536
42384;20:00:00;20,8;13,16650365
42384;21:00:00;20,6;13,11347942
42384;22:00:00;20,3;13,10501846
42384;23:00:00;20,1;13,03757104
42385;00:00:00;19,4;12,73510147
42385;01:00:00;19;12,59757482
42385;02:00:00;18,9;12,57554638
42385;03:00:00;18,9;12,52534467
42385;04:00:00;18,7;12,45609334
42385;05:00:00;18,6;12,45865464
42385;06:00:00;18,4;12,33920248
42385;07:00:00;18,7;12,51852976
42385;08:00:00;18,8;12,50326011
42385;09:00:00;18,7;12,55614174
42385;10:00:00;19,2;12,71727715
42385;11:00:00;20,1;13,01152195
42385;12:00:00;21,6;13,46837711
42385;13:00:00;22,7;13,79396294
42385;14:00:00;24,3;14,32100769
42385;15:00:00;23,3;14,0247988
42385;16:00:00;24,6;14,39847256
42385;17:00:00;25,8;14,86402178
42385;18:00:00;23,2;14,00739749
42385;19:00:00;22,3;13,74899645
42385;20:00:00;21,8;13,5738859
42385;21:00:00;21;13,28536633
42385;22:00:00;20,2;12,98015488
42385;23:00:00;19,4;12,79893643
42386;00:00:00;18,9;12,61332967
42386;01:00:00;18,5;12,38648643
42386;02:00:00;18,1;12,29526575
42386;03:00:00;17,8;12,21303718
42386;04:00:00;17,3;12,03302946
42386;05:00:00;16,9;11,87534077
42386;06:00:00;16,5;11,68120025
42386;07:00:00;16,1;11,54429126
42386;08:00:00;16;11,51837953
42386;09:00:00;16;11,54143934
42386;10:00:00;17,8;12,20083025
42386;11:00:00;19,3;12,7008481
42386;12:00:00;20,8;13,16650365
42386;13:00:00;23,3;14,08101034
42386;14:00:00;23,7;14,17809283
42386;15:00:00;25,1;14,57938385
42386;16:00:00;26;14,87925584
42386;17:00:00;27;15,22039823
42386;18:00:00;24;14,22859241
42386;19:00:00;23,8;14,12423828
42386;20:00:00;22,7;13,86310547
42386;21:00:00;21,6;13,49534082
42386;22:00:00;20,7;13,14661636
42386;23:00:00;20,3;13,10501846
42387;00:00:00;19,7;12,85020123
42387;01:00:00;19,3;12,7135553
42387;02:00:00;19,6;12,85467149
42387;03:00:00;19,4;12,77336414
42387;04:00:00;19,3;12,72627522
42387;05:00:00;18,9;12,52534467
42387;06:00:00;19;12,63542429
42387;07:00:00;18,8;12,52829165
42387;08:00:00;18,4;12,41346025
42387;09:00:00;17,7;12,12861964
42387;10:00:00;18,7;12,48103045
42387;11:00:00;20;12,9518158
42387;12:00:00;22,2;13,70312035
42387;13:00:00;21;13,28536633
42387;14:00:00;22,5;13,78552353
42387;15:00:00;22,7;13,76640259
42387;16:00:00;22,3;13,74899645
42387;17:00:00;21,3;13,33051175
42387;18:00:00;20,5;13,18532717
42387;19:00:00;20,2;13,08441259
42387;20:00:00;19,9;12,87932988
42387;21:00:00;19,2;12,73000079
42387;22:00:00;18,5;12,47349601
42387;23:00:00;18,2;12,3429576
42388;00:00:00;18,4;12,41346025
42388;01:00:00;18,5;12,44857395
42388;02:00:00;18,6;12,40891956
42388;03:00:00;18,5;12,41128419
42388;04:00:00;18,7;12,51852976
42388;05:00:00;18,7;12,44364347
42388;06:00:00;18,4;12,41346025
42388;07:00:00;18,3;12,41544557
42388;08:00:00;17,9;12,16330506
42388;09:00:00;17,8;12,12784445
42388;10:00:00;18,5;12,41128419
42388;11:00:00;19,7;12,82452651
42388;12:00:00;20,7;13,13347632
42388;13:00:00;22,3;13,76275232
42388;14:00:00;20;12,90011202
42388;15:00:00;20,5;13,06719163
42388;16:00:00;21,1;13,33162386
42388;17:00:00;20,3;13,00059656
42388;18:00:00;20,6;13,20559581
42388;19:00:00;20,5;13,17214843
42388;20:00:00;20,3;13,02662377
42388;21:00:00;20;13,01673705
42388;22:00:00;19,1;12,70810579
42388;23:00:00;18,9;12,52534467
42389;00:00:00;18,6;12,44620221
42389;01:00:00;18,4;12,41346025
42389;02:00:00;18,3;12,32884092
42389;03:00:00;18,2;12,39242831
42389;04:00:00;18,1;12,27069979
42389;05:00:00;18,1;12,33220693
42389;06:00:00;18,2;12,3429576
42389;07:00:00;18,1;12,28297663
42389;08:00:00;18;12,24756334
42389;09:00:00;18,1;12,35689603
42389;10:00:00;18,5;12,4361316
42389;11:00:00;19,3;12,67547179
42389;12:00:00;20,3;13,00059656
42389;13:00:00;20,8;13,23250102
42389;14:00:00;21,4;13,45696113
42389;15:00:00;21;13,29865834
42389;16:00:00;21,8;13,47920048
42389;17:00:00;22,6;13,84508266
42389;18:00:00;22,1;13,67091698
42389;19:00:00;21,2;13,40466838
42389;20:00:00;20,2;12,95422051
42389;21:00:00;19,4;12,79893643
42389;22:00:00;19,4;12,79893643
42389;23:00:00;18,9;12,61332967
42390;00:00:00;18,7;12,50601749
42390;01:00:00;18,9;12,52534467
42390;02:00:00;19;12,54728517
42390;03:00:00;18,5;12,4361316
42390;04:00:00;18,1;12,28297663
42390;05:00:00;18,6;12,45865464
42390;06:00:00;17,8;12,22525633
42390;07:00:00;17,6;12,16563534
42390;08:00:00;17,3;12,02100245
42390;09:00:00;17,2;11,93689634
42390;10:00:00;19,1;12,6700386
42390;11:00:00;20,4;13,07309369
42390;12:00:00;22;13,58419816
42390;13:00:00;21,5;13,51670262
42390;14:00:00;24,2;14,34753914
42390;15:00:00;24,6;14,41287823
42390;16:00:00;24,4;14,38042334
42390;17:00:00;25,6;14,68590159
42390;18:00:00;25,3;14,66912031
42390;19:00:00;24,6;14,42729832
42390;20:00:00;23;13,9582873
42390;21:00:00;22,4;13,7260793
42390;22:00:00;20,4;13,11237185
42390;23:00:00;19,7;12,91461313
42391;00:00:00;19;12,55983873
42391;01:00:00;18,5;12,48597575
42391;02:00:00;18;12,24756334
42391;03:00:00;17,7;12,10438665
42391;04:00:00;17,4;12,10549035
42391;05:00:00;17,3;12,04506851
42391;06:00:00;16,8;11,85051277
42391;07:00:00;16,6;11,77677893
42391;08:00:00;16,5;11,76325551
42391;09:00:00;16,6;11,80035606
42391;10:00:00;18,3;12,35352327
42391;11:00:00;20,7;13,23896552
42391;12:00:00;21,6;13,54943029
42391;13:00:00;22,5;13,82694219
42391;14:00:00;23,3;14,09509839
42391;15:00:00;23,9;14,16929757
42391;16:00:00;23,6;14,1752063
42391;17:00:00;23,8;14,19503632
42391;18:00:00;22,9;13,92662644
42391;19:00:00;21,9;13,55198374
42391;20:00:00;21;13,27208761
42391;21:00:00;20,1;12,98552491
42391;22:00:00;19,8;12,90994866
42391;23:00:00;19,5;12,84611632
42392;00:00:00;19,3;12,67547179
42392;01:00:00;19,1;12,60684652
42392;02:00:00;19;12,62279519
42392;03:00:00;18,5;12,46102875
42392;04:00:00;18,2;12,3429576
42392;05:00:00;18,1;12,23394286
42392;06:00:00;18,3;12,35352327
42392;07:00:00;18,2;12,38004207
42392;08:00:00;18,2;12,29368438
42392;09:00:00;18,4;12,35154786
42392;10:00:00;18,9;12,56297712
42392;11:00:00;19,7;12,91461313
42392;12:00:00;20,9;13,23911285
42392;13:00:00;23,3;14,01078101
42392;14:00:00;23,9;14,1409873
42392;15:00:00;25;14,52001453
42392;16:00:00;25,5;14,77369473
42392;17:00:00;26,6;15,01212134
42392;18:00:00;26,3;14,96848361
42392;19:00:00;27,1;15,20406991
42392;20:00:00;25,5;14,75892842
42392;21:00:00;21,9;13,59270073
42392;22:00:00;20,7;13,1203494
42392;23:00:00;20,4;13,03393317
42393;00:00:00;20,6;13,13973262
42393;01:00:00;20,3;13,05270309
42393;02:00:00;19,8;12,84556003
42393;03:00:00;20;12,9647741
42393;04:00:00;20;12,9518158
42393;05:00:00;19,3;12,66280265
42393;06:00:00;19,5;12,84611632
42393;07:00:00;19,1;12,60684652
42393;08:00:00;18,9;12,58812822
42393;09:00:00;19;12,59757482
42393;10:00:00;19,6;12,82898784
42393;11:00:00;22;13,54350663
42393;12:00:00;24,2;14,37626294
42393;13:00:00;25,3;14,59595777
42393;14:00:00;26,9;15,10012068
42393;15:00:00;27,7;15,34785497
42393;16:00:00;27,5;15,35128575
42393;17:00:00;27,2;15,23328269
42393;18:00:00;20,5;13,08026536
42393;19:00:00;21,7;13,54140029
42393;20:00:00;22,2;13,64841734
42393;21:00:00;22,2;13,63477575
42393;22:00:00;21,2;13,32448118
42393;23:00:00;20,8;13,15334372
42394;00:00:00;20,6;13,08727867
42394;01:00:00;20,6;13,15287893
42394;02:00:00;20,5;13,17214843
42394;03:00:00;20,4;13,13862284
42394;04:00:00;20,1;12,97254588
42394;05:00:00;20,1;12,97254588
42394;06:00:00;19,7;12,90170498
42394;07:00:00;19,4;12,68426281
42394;08:00:00;19,3;12,76451137
42394;09:00:00;19,1;12,61945967
42394;10:00:00;22,5;13,82694219
42394;11:00:00;23,9;14,16929757
42394;12:00:00;25,9;14,76057414
42394;13:00:00;27,7;15,42478641
42394;14:00:00;28,6;15,62136049
42394;15:00:00;28,6;15,55899985
42394;16:00:00;29,7;15,96354586
42394;17:00:00;31,2;16,41155259
42394;18:00:00;31,5;16,32948982
42394;19:00:00;32;16,49702355
42394;20:00:00;30,2;16,13528246
42394;21:00:00;28,5;15,54616263
42394;22:00:00;24,3;14,2923943
42394;23:00:00;24,4;14,39481096
42395;00:00:00;24,2;14,24745706
42395;01:00:00;23,7;14,17809283
42395;02:00:00;22;13,65228923
42395;03:00:00;21,6;13,45491547
42395;04:00:00;21,4;13,41665074
42395;05:00:00;21,8;13,5738859
42395;06:00:00;21,1;13,27840387
42395;07:00:00;21,4;13,44351089
42395;08:00:00;21,8;13,54676526
42395;09:00:00;21,6;13,48185222
42395;10:00:00;23,1;13,90619433
42395;11:00:00;24,1;14,25945865
42395;12:00:00;26,5;14,92287169
42395;13:00:00;28,1;15,41664213
42395;14:00:00;29,2;15,85459592
42395;15:00:00;29,8;15,92769658
42395;16:00:00;30,7;16,25769037
42395;17:00:00;31,5;16,36218148
42395;18:00:00;31,9;16,5196209
42395;19:00:00;32,9;16,87165639
42395;20:00:00;31,2;16,39514924
42395;21:00:00;30;15,91951167
42395;22:00:00;27,9;15,35935975
42395;23:00:00;24,9;14,53325129
42396;00:00:00;24,8;14,43047106
42396;01:00:00;24,6;14,35534187
42396;02:00:00;24,1;14,25945865
42396;03:00:00;23,8;14,16667462
42396;04:00:00;23,7;14,14976499
42396;05:00:00;23,1;13,97589942
42396;06:00:00;22,5;13,70305803
42396;07:00:00;22,6;13,8312445
42396;08:00:00;22,4;13,75355893
42396;09:00:00;22,5;13,77174489
42396;10:00:00;23,4;14,11247318
42396;11:00:00;24,5;14,41110805
42396;12:00:00;25,9;14,89401891
42396;13:00:00;27,4;15,21528745
42396;14:00:00;28,2;15,56926736
42396;15:00:00;29,3;15,83529239
42396;16:00:00;30;15,95138255
42396;17:00:00;26,7;14,99645011
42396;18:00:00;19,6;12,75224438
42396;19:00:00;20,3;13,05270309
42396;20:00:00;20,5;13,1326912
42396;21:00:00;20,8;13,27225813
42396;22:00:00;20,9;13,22588036
42396;23:00:00;20,7;13,23896552
42397;00:00:00;21;13,32528227
42397;01:00:00;20,8;13,24574014
42397;02:00:00;20,7;13,18611543
42397;03:00:00;20,8;13,27225813
42397;04:00:00;20,8;13,24574014
42397;05:00:00;21,1;13,37167878
42397;06:00:00;21;13,21910529
42397;07:00:00;20,8;13,17967674
42397;08:00:00;21,2;13,36451464
42397;09:00:00;21,1;13,38505715
42397;10:00:00;21,3;13,38394058
42397;11:00:00;22,2;13,64841734
42397;12:00:00;22,8;13,85327707
42397;13:00:00;24,6;14,35534187
42397;14:00:00;25,5;14,65597668
42397;15:00:00;27,2;15,17247127
42397;16:00:00;26,9;15,08502811
42397;17:00:00;27,7;15,3018804
42397;18:00:00;28,6;15,63698966
42397;19:00:00;28,2;15,56926736
42397;20:00:00;26;14,81985769
42397;21:00:00;24,2;14,26171165
42397;22:00:00;23,5;14,15802264
42397;23:00:00;23,3;13,98278745
42398;00:00:00;23;13,86092047
42398;01:00:00;22,9;13,88490917
42398;02:00:00;22,6;13,81742017
42398;03:00:00;22,3;13,74899645
42398;04:00:00;22,1;13,62996569
42398;05:00:00;22,2;13,74429143
42398;06:00:00;22;13,62501194
42398;07:00:00;21,8;13,6146687
42398;08:00:00;21,4;13,47042482
42398;09:00:00;21,2;13,37788584
42398;10:00:00;21,8;13,50618586
42398;11:00:00;23,1;13,92010748
42398;12:00:00;23,5;14,03117212
42398;13:00:00;24,1;14,25945865
42398;14:00:00;24,6;14,38408128
42398;15:00:00;26,3;14,8640701
42398;16:00:00;27;15,08402923
42398;17:00:00;27,7;15,42478641
42398;18:00:00;28;15,48063112
42398;19:00:00;27;15,12934926
42398;20:00:00;26,6;15,10246483
42398;21:00:00;25,8;14,84916518
42398;22:00:00;25,3;14,68379677
42398;23:00:00;24,9;14,54779181
42399;00:00:00;24,4;14,33734672
42399;01:00:00;24;14,27134228
42399;02:00:00;23,9;14,1409873
42399;03:00:00;23,2;14,06353928
42399;04:00:00;22;13,58419816
42399;05:00:00;22,6;13,84508266
42399;06:00:00;20,9;13,27888983
42399;07:00:00;21,1;13,27840387
42399;08:00:00;21,2;13,32448118
42399;09:00:00;21,3;13,39733122
42399;10:00:00;21,9;13,52490685
42399;11:00:00;22,4;13,76731937
42399;12:00:00;23,4;14,05613603
42399;13:00:00;23,7;14,16392183
42399;14:00:00;25,5;14,75892842
42399;15:00:00;28,1;15,4784322
42399;16:00:00;30;16,06343395
42399;17:00:00;29,5;15,81227313
42399;18:00:00;29,8;15,87998509
42399;19:00:00;30;15,99930855
42399;20:00:00;29,8;15,92769658
42399;21:00:00;29,9;16,05155013
42399;22:00:00;28;15,3726451
42399;23:00:00;27;15,15963824
42400;00:00:00;26,7;15,02647302
42400;01:00:00;25,9;14,76057414
42400;02:00:00;25,2;14,68285738
42400;03:00:00;24,3;14,39279204
42400;04:00:00;23,9;14,28310658
42400;05:00:00;23,2;13,95147981
42400;06:00:00;23;13,90256566
42400;07:00:00;22,5;13,74422893
42400;08:00:00;22;13,57062075
42400;09:00:00;21,6;13,54943029
42400;10:00:00;24,1;14,33093448
42400;11:00:00;25,9;14,7753421
42400;12:00:00;28;15,48063112
42400;13:00:00;29;15,6407173
42400;14:00:00;29;15,7348437
42400;15:00:00;30,3;16,03431566
42400;16:00:00;31,5;16,34582748
42400;17:00:00;32,8;16,67730165
42400;18:00:00;32,6;16,67417508
42400;19:00:00;32,3;16,69389405
42400;20:00:00;32,6;16,67417508
42400;21:00:00;31,4;16,38416923
42400;22:00:00;30,4;16,04581873
42400;23:00:00;29,5;15,78068019
